Average Revenue,Avg Order Value,Sum of order_details_id,order_id,pizza_id,Sum of quantity,Total Orders,Total Revenue
$0,12.5,241,103,spinach_supr_s,1,1,$13
$0,16.75,242,104,bbq_ckn_m,1,1,$17
$0,16.75,243,104,ckn_alfredo_m,1,1,$17
$0,16.75,244,104,ital_veggie_m,1,1,$17
$0,20.25,245,104,veggie_veg_l,1,1,$20
$0,21,246,105,hawaiian_s,2,1,$21
$0,15.25,247,105,pepperoni_l,1,1,$15
$0,16.5,248,105,prsc_argla_m,1,1,$17
$0,20.25,249,106,mexicana_l,1,1,$20
$0,20.75,250,106,spicy_ital_l,1,1,$21
$0,20.75,251,107,cali_ckn_l,1,1,$21
$0,16.5,252,107,ital_supr_m,1,1,$17
$0,20.75,253,107,spicy_ital_l,1,1,$21
$0,20.25,254,107,veggie_veg_l,1,1,$20
$0,20.5,255,108,classic_dlx_l,1,1,$21
$0,16.5,256,108,hawaiian_l,1,1,$17
$0,20.75,257,108,spinach_supr_l,1,1,$21
$0,20.5,258,109,ital_cpcllo_l,1,1,$21
$0,20.75,259,109,ital_supr_l,1,1,$21
$0,12.5,260,109,pepperoni_m,1,1,$13
$0,20.75,261,109,prsc_argla_l,1,1,$21
$0,12,262,110,big_meat_s,1,1,$12
$0,20.5,263,110,napolitana_l,1,1,$21
$0,20.75,264,110,soppressata_l,1,1,$21
$0,12.5,265,110,spicy_ital_s,1,1,$13
$0,16.75,266,111,cali_ckn_m,1,1,$17
$0,18.5,267,111,five_cheese_l,1,1,$19
$0,12.5,268,111,pepperoni_m,1,1,$13
$0,20.75,269,111,spin_pesto_l,1,1,$21
$0,9.75,270,112,pepperoni_s,1,1,$10
$0,20.75,271,113,cali_ckn_l,1,1,$21
$0,20.25,272,113,mexicana_l,1,1,$20
$0,16.75,273,113,southw_ckn_m,1,1,$17
$0,15.25,274,114,pepperoni_l,1,1,$15
$0,12.25,275,114,sicilian_s,1,1,$12
$0,12,276,115,big_meat_s,1,1,$12
$0,20.5,277,115,napolitana_l,1,1,$21
$0,16.75,278,115,thai_ckn_m,1,1,$17
$0,18.5,279,116,five_cheese_l,1,1,$19
$0,16.5,280,117,peppr_salami_m,1,1,$17
$0,20.25,281,117,sicilian_l,1,1,$20
$0,20.75,282,118,prsc_argla_l,1,1,$21
$0,12,283,118,spinach_fet_s,1,1,$12
$0,14.75,284,119,four_cheese_m,1,1,$15
$0,12,285,120,classic_dlx_s,1,1,$12
$0,10.5,286,120,hawaiian_s,1,1,$11
$0,20.25,287,120,spinach_fet_l,1,1,$20
$0,16.75,288,121,bbq_ckn_m,1,1,$17
$0,17.95,289,121,four_cheese_l,1,1,$18
$0,20.25,290,121,sicilian_l,1,1,$20
$0,20.75,291,121,southw_ckn_l,1,1,$21
$0,16.5,292,122,ital_supr_m,1,1,$17
$0,12,293,123,ital_cpcllo_s,1,1,$12
$0,12.75,294,124,bbq_ckn_s,1,1,$13
$0,20.25,295,124,sicilian_l,1,1,$20
$0,20.75,296,124,spicy_ital_l,1,1,$21
$0,12,297,124,the_greek_s,1,1,$12
$0,25.5,298,125,the_greek_xl,1,1,$26
$0,20.25,299,126,veggie_veg_l,1,1,$20
$0,12.5,300,127,pepperoni_m,1,1,$13
$0,12.5,301,128,spicy_ital_s,1,1,$13
$0,12,302,129,big_meat_s,1,1,$12
$0,16,303,129,the_greek_m,1,1,$16
$0,10.5,304,130,hawaiian_s,1,1,$11
$0,20.5,305,130,ital_cpcllo_l,1,1,$21
$0,16,306,130,mexicana_m,1,1,$16
$0,12.75,307,130,southw_ckn_s,1,1,$13
$0,20.75,308,131,ckn_pesto_l,1,1,$21
$0,18.5,309,131,five_cheese_l,1,1,$19
$0,12,310,131,green_garden_s,1,1,$12
$0,12.5,311,131,spinach_supr_s,1,1,$13
$0,9.75,312,132,pepperoni_s,1,1,$10
$0,20.75,313,133,bbq_ckn_l,1,1,$21
$0,16.5,314,133,hawaiian_l,1,1,$17
$0,12,315,133,the_greek_s,1,1,$12
$0,12,316,134,big_meat_s,1,1,$12
$0,20.75,317,134,southw_ckn_l,1,1,$21
$0,12.5,318,134,spinach_supr_s,1,1,$13
$0,20.25,319,135,veggie_veg_l,1,1,$20
$0,18.5,320,136,five_cheese_l,1,1,$19
$0,12.5,321,136,peppr_salami_s,1,1,$13
$0,20.25,322,137,mediterraneo_l,1,1,$20
$0,9.75,323,137,pepperoni_s,1,1,$10
$0,16.5,324,137,spicy_ital_m,1,1,$17
$0,16.75,325,138,cali_ckn_m,1,1,$17
$0,17.95,326,138,four_cheese_l,1,1,$18
$0,21,327,138,ital_veggie_l,1,1,$21
$0,16.25,328,138,sicilian_m,1,1,$16
$0,18.5,329,139,five_cheese_l,1,1,$19
$0,12.5,330,140,prsc_argla_s,1,1,$13
$0,16,331,140,veggie_veg_m,1,1,$16
$0,16,332,141,classic_dlx_m,1,1,$16
$0,16,333,142,green_garden_m,1,1,$16
$0,12.75,334,143,cali_ckn_s,1,1,$13
$0,12,335,143,classic_dlx_s,1,1,$12
$0,16.5,336,143,hawaiian_l,1,1,$17
$0,16,337,143,mexicana_m,1,1,$16
$0,15.25,338,143,pepperoni_l,1,1,$15
$0,12.5,339,143,prsc_argla_s,1,1,$13
$0,20.75,340,143,thai_ckn_l,1,1,$21
$0,16,341,143,veggie_veg_m,1,1,$16
$0,50.25,342,144,bbq_ckn_m,3,1,$50
$0,12,343,144,big_meat_s,1,1,$12
$0,20.75,344,144,cali_ckn_l,1,1,$21
$0,16.75,345,144,ckn_pesto_m,1,1,$17
$0,18.5,346,144,five_cheese_l,1,1,$19
$0,17.95,347,144,four_cheese_l,1,1,$18
$0,11,348,144,pep_msh_pep_s,1,1,$11
$0,20.75,349,144,southw_ckn_l,1,1,$21
$0,12.75,350,144,southw_ckn_s,1,1,$13
$0,20.75,351,144,spicy_ital_l,1,1,$21
$0,16.75,352,144,thai_ckn_m,1,1,$17
$0,20.25,353,144,veggie_veg_l,1,1,$20
$0,12,354,145,the_greek_s,1,1,$12
$0,20.75,355,146,cali_ckn_l,1,1,$21
$0,14.75,356,146,four_cheese_m,1,1,$15
$0,13.25,357,146,hawaiian_m,1,1,$13
$0,25.5,358,147,the_greek_xl,1,1,$26
$0,12,359,148,mediterraneo_s,1,1,$12
$0,16,360,149,spinach_fet_m,1,1,$16
$0,12.5,361,150,pepperoni_m,1,1,$13
$0,20.75,362,151,southw_ckn_l,1,1,$21
$0,12.5,363,151,spinach_supr_s,1,1,$13
$0,10.5,364,152,hawaiian_s,1,1,$11
$0,20.25,365,152,spinach_fet_l,1,1,$20
$0,12.75,366,152,thai_ckn_s,1,1,$13
$0,16,367,152,the_greek_m,1,1,$16
$0,16,368,153,mexicana_m,1,1,$16
$0,12.5,369,154,prsc_argla_s,1,1,$13
$0,12.75,370,155,ckn_pesto_s,1,1,$13
$0,20.5,371,155,napolitana_l,1,1,$21
$0,15.25,372,155,pepperoni_l,1,1,$15
$0,20.75,373,155,peppr_salami_l,1,1,$21
$0,16,374,156,napolitana_m,1,1,$16
$0,20.75,375,156,thai_ckn_l,1,1,$21
$0,20.75,376,157,ital_supr_l,1,1,$21
$0,16,377,157,mediterraneo_m,1,1,$16
$0,16.25,378,157,sicilian_m,1,1,$16
$0,16.5,379,157,spin_pesto_m,1,1,$17
$0,16.75,380,158,ital_veggie_m,1,1,$17
$0,16.75,381,158,thai_ckn_m,1,1,$17
$0,17.95,382,159,four_cheese_l,1,1,$18
$0,16.75,383,159,thai_ckn_m,1,1,$17
$0,16,384,160,classic_dlx_m,1,1,$16
$0,10.5,385,161,hawaiian_s,1,1,$11
$0,16.5,386,161,spicy_ital_m,1,1,$17
$0,25.5,387,161,the_greek_xl,1,1,$26
$0,12,388,162,big_meat_s,1,1,$12
$0,13.25,389,163,hawaiian_m,1,1,$13
$0,15.25,390,163,pepperoni_l,1,1,$15
$0,16,391,163,the_greek_m,1,1,$16
$0,20.75,392,164,cali_ckn_l,1,1,$21
$0,12.5,393,164,pepperoni_m,1,1,$13
$0,16.5,394,165,prsc_argla_m,1,1,$17
$0,12.5,395,166,prsc_argla_s,1,1,$13
$0,20.75,396,167,bbq_ckn_l,1,1,$21
$0,16.5,397,167,ital_supr_m,1,1,$17
$0,12.5,398,167,pepperoni_m,1,1,$13
$0,12,399,168,big_meat_s,1,1,$12
$0,16,400,168,veggie_veg_m,1,1,$16
$0,17.95,401,169,four_cheese_l,1,1,$18
$0,12,402,169,ital_cpcllo_s,1,1,$12
$0,16.25,403,169,sicilian_m,1,1,$16
$0,16.5,404,170,hawaiian_l,1,1,$17
$0,16,405,171,napolitana_m,1,1,$16
$0,12,406,172,napolitana_s,1,1,$12
$0,16.5,407,172,spinach_supr_m,1,1,$17
$0,20.75,408,172,thai_ckn_l,1,1,$21
$0,16.75,409,173,cali_ckn_m,1,1,$17
$0,16,410,173,classic_dlx_m,1,1,$16
$0,20.25,411,173,veggie_veg_l,1,1,$20
$0,12,412,174,big_meat_s,1,1,$12
$0,20.75,413,174,cali_ckn_l,1,1,$21
$0,16.75,414,174,cali_ckn_m,1,1,$17
$0,16,415,174,ital_cpcllo_m,1,1,$16
$0,20.75,416,175,ital_supr_l,1,1,$21
$0,20.75,417,176,cali_ckn_l,1,1,$21
$0,16.5,418,176,peppr_salami_m,1,1,$17
$0,12,419,177,napolitana_s,1,1,$12
$0,20.75,420,177,thai_ckn_l,1,1,$21
$0,20.75,421,178,peppr_salami_l,1,1,$21
$0,16.5,422,179,hawaiian_l,1,1,$17
$0,16.25,423,179,sicilian_m,1,1,$16
$0,12,424,179,veggie_veg_s,1,1,$12
$0,20.5,425,180,classic_dlx_l,1,1,$21
$0,20.75,426,180,prsc_argla_l,1,1,$21
$0,20.25,427,181,mexicana_l,1,1,$20
$0,23.65,428,182,brie_carre_s,1,1,$24
$0,20.75,429,182,peppr_salami_l,1,1,$21
$0,16,430,183,napolitana_m,1,1,$16
$0,20.75,431,183,spin_pesto_l,1,1,$21
$0,12.5,432,183,spin_pesto_s,1,1,$13
$0,16.5,433,184,hawaiian_l,1,1,$17
$0,16.25,434,185,sicilian_m,1,1,$16
$0,12.5,435,185,spin_pesto_s,1,1,$13
$0,20.25,436,186,mexicana_l,1,1,$20
$0,20.75,437,186,southw_ckn_l,1,1,$21
$0,20.75,438,186,spin_pesto_l,1,1,$21
$0,20.75,439,186,thai_ckn_l,1,1,$21
$0,18.5,440,187,five_cheese_l,1,1,$19
$0,20.75,441,187,spin_pesto_l,1,1,$21
$0,18.5,442,188,five_cheese_l,1,1,$19
$0,9.75,443,188,pepperoni_s,1,1,$10
$0,20.75,444,188,peppr_salami_l,1,1,$21
$0,24,445,189,big_meat_s,2,1,$24
$0,12.75,446,189,thai_ckn_s,1,1,$13
$0,20.75,447,190,bbq_ckn_l,1,1,$21
$0,14.75,448,190,four_cheese_m,1,1,$15
$0,11,449,190,pep_msh_pep_s,1,1,$11
$0,20.75,450,190,prsc_argla_l,1,1,$21
$0,20.75,451,191,cali_ckn_l,1,1,$21
$0,16.75,452,191,ckn_alfredo_m,1,1,$17
$0,12.25,453,192,sicilian_s,1,1,$12
$0,20.75,454,192,southw_ckn_l,1,1,$21
$0,12,455,193,big_meat_s,1,1,$12
$0,16.75,456,193,cali_ckn_m,1,1,$17
$0,41.5,457,193,ckn_alfredo_l,2,1,$42
$0,12.75,458,194,bbq_ckn_s,1,1,$13
$0,20.75,459,195,bbq_ckn_l,1,1,$21
$0,12.25,460,196,sicilian_s,1,1,$12
$0,16.5,461,196,spicy_ital_m,1,1,$17
$0,16,462,196,veggie_veg_m,1,1,$16
$0,17.95,463,197,four_cheese_l,1,1,$18
$0,20.5,464,197,ital_cpcllo_l,1,1,$21
$0,21,465,197,ital_veggie_l,1,1,$21
$0,20.75,466,197,soppressata_l,1,1,$21
$0,12,467,198,big_meat_s,1,1,$12
$0,20.75,468,198,ckn_alfredo_l,1,1,$21
$0,16.75,469,199,ckn_alfredo_m,1,1,$17
$0,25.5,470,200,the_greek_xl,1,1,$26
$0,16.25,471,201,calabrese_m,1,1,$16
$0,20.75,472,201,ckn_pesto_l,1,1,$21
$0,20.75,473,201,ital_supr_l,1,1,$21
$0,25.5,474,201,the_greek_xl,1,1,$26
$0,12.75,475,202,cali_ckn_s,1,1,$13
$0,20.75,476,203,cali_ckn_l,1,1,$21
$0,16.75,477,203,ital_veggie_m,1,1,$17
$0,17.5,478,203,pep_msh_pep_l,1,1,$18
$0,12,479,203,the_greek_s,1,1,$12
$0,20.75,480,204,spicy_ital_l,1,1,$21
$0,12.75,481,205,cali_ckn_s,1,1,$13
$0,16.75,482,205,ckn_alfredo_m,1,1,$17
$0,12.5,483,205,prsc_argla_s,1,1,$13
$0,16,484,206,napolitana_m,1,1,$16
$0,9.75,485,206,pepperoni_s,1,1,$10
$0,20.75,486,206,spicy_ital_l,1,1,$21
$0,20.75,487,207,spicy_ital_l,1,1,$21
$0,20.75,488,208,bbq_ckn_l,1,1,$21
$0,12.75,489,208,bbq_ckn_s,1,1,$13
$0,16.75,490,208,ckn_alfredo_m,1,1,$17
$0,12.5,491,208,pepperoni_m,1,1,$13
$0,16,492,208,the_greek_m,1,1,$16
$0,20.75,493,209,cali_ckn_l,1,1,$21
$0,12,494,210,spinach_fet_s,1,1,$12
$0,9.75,495,211,pepperoni_s,1,1,$10
$0,20.5,496,212,ital_cpcllo_l,1,1,$21
$0,17.95,497,213,four_cheese_l,1,1,$18
$0,20.5,498,214,ital_cpcllo_l,1,1,$21
$0,16.5,499,214,ital_supr_m,1,1,$17
$0,12,500,214,mexicana_s,1,1,$12
$0,16.5,501,214,spin_pesto_m,1,1,$17
$0,12,502,215,green_garden_s,1,1,$12
$0,16.75,503,216,bbq_ckn_m,1,1,$17
$0,18.5,504,216,five_cheese_l,1,1,$19
$0,16.5,505,216,hawaiian_l,1,1,$17
$0,16,506,217,classic_dlx_m,1,1,$16
$0,12,507,217,spinach_fet_s,1,1,$12
$0,16.5,508,218,spicy_ital_m,1,1,$17
$0,20.75,509,219,bbq_ckn_l,1,1,$21
$0,18.5,510,219,five_cheese_l,1,1,$19
$0,16.5,511,219,peppr_salami_m,1,1,$17
$0,16,512,219,spinach_fet_m,1,1,$16
$0,10.5,513,220,hawaiian_s,1,1,$11
$0,12,514,220,ital_cpcllo_s,1,1,$12
$0,20.5,515,220,napolitana_l,1,1,$21
$0,20.75,516,220,spicy_ital_l,1,1,$21
$0,18.5,517,221,five_cheese_l,1,1,$19
$0,16.5,518,221,prsc_argla_m,1,1,$17
$0,12,519,221,the_greek_s,1,1,$12
$0,17.95,520,222,four_cheese_l,1,1,$18
$0,12.25,521,222,sicilian_s,1,1,$12
$0,11,522,223,pep_msh_pep_s,1,1,$11
$0,12.75,523,224,ckn_alfredo_s,1,1,$13
$0,16.5,524,224,ital_supr_m,1,1,$17
$0,16,525,224,napolitana_m,1,1,$16
$0,20.75,526,224,thai_ckn_l,1,1,$21
$0,20.75,527,225,bbq_ckn_l,1,1,$21
$0,16.75,528,225,bbq_ckn_m,1,1,$17
$0,12.75,529,225,southw_ckn_s,1,1,$13
$0,20.5,530,226,classic_dlx_l,1,1,$21
$0,16.75,531,227,bbq_ckn_m,1,1,$17
