Year,Quarter,Month,Day,Order Period,order_id,time
2015,Qtr 1,January,1,Other,29,1899-12-30 15:41:01
2015,Qtr 1,January,1,Other,30,1899-12-30 15:41:25
2015,Qtr 1,January,1,Other,31,1899-12-30 15:50:18
2015,Qtr 1,January,1,Other,32,1899-12-30 15:53:18
2015,Qtr 1,January,1,Other,33,1899-12-30 15:54:08
2015,Qtr 1,January,1,Other,34,1899-12-30 16:21:21
2015,Qtr 1,January,1,Other,35,1899-12-30 16:32:04
2015,Qtr 1,January,1,Other,36,1899-12-30 16:54:09
2015,Qtr 1,January,1,Other,37,1899-12-30 16:56:09
2015,Qtr 1,January,1,Other,54,1899-12-30 19:01:45
2015,Qtr 1,January,1,Other,55,1899-12-30 19:03:19
2015,Qtr 1,January,1,Other,56,1899-12-30 19:07:00
2015,Qtr 1,January,1,Other,57,1899-12-30 19:10:51
2015,Qtr 1,January,1,Other,58,1899-12-30 19:30:40
2015,Qtr 1,January,1,Other,59,1899-12-30 19:40:08
2015,Qtr 1,January,1,Other,60,1899-12-30 20:05:16
2015,Qtr 1,January,1,Other,61,1899-12-30 20:08:43
2015,Qtr 1,January,1,Other,62,1899-12-30 20:50:16
2015,Qtr 1,January,1,Other,63,1899-12-30 20:51:42
2015,Qtr 1,January,1,Other,64,1899-12-30 20:52:08
2015,Qtr 1,January,1,Snacks,38,1899-12-30 17:03:00
2015,Qtr 1,January,1,Snacks,39,1899-12-30 17:07:23
2015,Qtr 1,January,1,Snacks,40,1899-12-30 17:14:36
2015,Qtr 1,January,1,Snacks,41,1899-12-30 17:15:20
2015,Qtr 1,January,1,Snacks,42,1899-12-30 17:28:09
2015,Qtr 1,January,1,Snacks,43,1899-12-30 17:38:34
2015,Qtr 1,January,1,Snacks,44,1899-12-30 17:54:20
2015,Qtr 1,January,1,Snacks,45,1899-12-30 17:55:48
2015,Qtr 1,January,1,Snacks,46,1899-12-30 18:25:51
2015,Qtr 1,January,1,Snacks,47,1899-12-30 18:26:34
2015,Qtr 1,January,1,Snacks,48,1899-12-30 18:26:42
2015,Qtr 1,January,1,Snacks,49,1899-12-30 18:33:00
2015,Qtr 1,January,1,Snacks,50,1899-12-30 18:41:01
2015,Qtr 1,January,1,Snacks,51,1899-12-30 18:48:28
2015,Qtr 1,January,1,Snacks,52,1899-12-30 18:53:02
2015,Qtr 1,January,1,Snacks,53,1899-12-30 18:54:17
2015,Qtr 1,January,2,Dinner,128,1899-12-30 21:05:06
2015,Qtr 1,January,2,Dinner,129,1899-12-30 21:13:02
2015,Qtr 1,January,2,Dinner,130,1899-12-30 21:14:55
2015,Qtr 1,January,2,Dinner,131,1899-12-30 21:33:10
2015,Qtr 1,January,2,Dinner,132,1899-12-30 21:42:45
2015,Qtr 1,January,2,Dinner,133,1899-12-30 22:00:17
2015,Qtr 1,January,2,Dinner,134,1899-12-30 22:13:24
2015,Qtr 1,January,2,Dinner,135,1899-12-30 22:29:34
2015,Qtr 1,January,2,Dinner,136,1899-12-30 22:32:49
2015,Qtr 1,January,2,Lunch,74,1899-12-30 12:01:12
2015,Qtr 1,January,2,Lunch,75,1899-12-30 12:10:15
2015,Qtr 1,January,2,Lunch,76,1899-12-30 12:21:17
2015,Qtr 1,January,2,Lunch,77,1899-12-30 12:22:46
2015,Qtr 1,January,2,Lunch,78,1899-12-30 12:28:14
2015,Qtr 1,January,2,Lunch,79,1899-12-30 12:29:11
2015,Qtr 1,January,2,Lunch,80,1899-12-30 12:35:38
2015,Qtr 1,January,2,Lunch,81,1899-12-30 12:40:01
2015,Qtr 1,January,2,Lunch,82,1899-12-30 12:45:51
2015,Qtr 1,January,2,Lunch,83,1899-12-30 12:53:27
2015,Qtr 1,January,2,Lunch,84,1899-12-30 13:13:41
2015,Qtr 1,January,2,Lunch,85,1899-12-30 13:34:49
2015,Qtr 1,January,2,Lunch,86,1899-12-30 13:40:31
2015,Qtr 1,January,2,Lunch,87,1899-12-30 14:01:02
2015,Qtr 1,January,2,Lunch,88,1899-12-30 14:10:08
2015,Qtr 1,January,2,Lunch,89,1899-12-30 14:30:19
2015,Qtr 1,January,2,Morning,70,1899-12-30 11:38:51
2015,Qtr 1,January,2,Morning,71,1899-12-30 11:40:50
2015,Qtr 1,January,2,Morning,72,1899-12-30 11:57:25
2015,Qtr 1,January,2,Morning,73,1899-12-30 11:58:56
2015,Qtr 1,January,2,Other,90,1899-12-30 15:08:48
2015,Qtr 1,January,2,Other,91,1899-12-30 15:14:43
2015,Qtr 1,January,2,Other,92,1899-12-30 15:17:02
2015,Qtr 1,January,2,Other,93,1899-12-30 15:29:31
2015,Qtr 1,January,2,Other,94,1899-12-30 16:17:16
2015,Qtr 1,January,2,Other,95,1899-12-30 16:18:04
2015,Qtr 1,January,2,Other,96,1899-12-30 16:21:20
2015,Qtr 1,January,2,Other,97,1899-12-30 16:45:33
2015,Qtr 1,January,2,Other,115,1899-12-30 19:05:17
2015,Qtr 1,January,2,Other,116,1899-12-30 19:18:49
2015,Qtr 1,January,2,Other,117,1899-12-30 19:23:02
2015,Qtr 1,January,2,Other,118,1899-12-30 19:26:59
2015,Qtr 1,January,2,Other,119,1899-12-30 19:32:29
2015,Qtr 1,January,2,Other,120,1899-12-30 19:35:07
2015,Qtr 1,January,2,Other,121,1899-12-30 19:38:48
2015,Qtr 1,January,2,Other,122,1899-12-30 19:50:19
2015,Qtr 1,January,2,Other,123,1899-12-30 20:12:09
2015,Qtr 1,January,2,Other,124,1899-12-30 20:12:34
2015,Qtr 1,January,2,Other,125,1899-12-30 20:31:06
2015,Qtr 1,January,2,Other,126,1899-12-30 20:53:42
2015,Qtr 1,January,2,Other,127,1899-12-30 20:58:23
2015,Qtr 1,January,2,Snacks,98,1899-12-30 17:18:18
2015,Qtr 1,January,2,Snacks,99,1899-12-30 17:45:42
2015,Qtr 1,January,2,Snacks,100,1899-12-30 17:46:17
2015,Qtr 1,January,2,Snacks,101,1899-12-30 17:51:33
2015,Qtr 1,January,2,Snacks,102,1899-12-30 17:54:04
2015,Qtr 1,January,2,Snacks,103,1899-12-30 18:02:09
2015,Qtr 1,January,2,Snacks,104,1899-12-30 18:02:12
2015,Qtr 1,January,2,Snacks,105,1899-12-30 18:12:01
2015,Qtr 1,January,2,Snacks,106,1899-12-30 18:12:13
2015,Qtr 1,January,2,Snacks,107,1899-12-30 18:25:09
2015,Qtr 1,January,2,Snacks,108,1899-12-30 18:25:25
2015,Qtr 1,January,2,Snacks,109,1899-12-30 18:27:50
2015,Qtr 1,January,2,Snacks,110,1899-12-30 18:36:19
2015,Qtr 1,January,2,Snacks,111,1899-12-30 18:38:01
2015,Qtr 1,January,2,Snacks,112,1899-12-30 18:41:40
2015,Qtr 1,January,2,Snacks,113,1899-12-30 18:50:21
2015,Qtr 1,January,2,Snacks,114,1899-12-30 18:59:32
2015,Qtr 1,January,3,Dinner,194,1899-12-30 21:21:24
2015,Qtr 1,January,3,Dinner,195,1899-12-30 21:25:20
2015,Qtr 1,January,3,Dinner,196,1899-12-30 21:40:14
2015,Qtr 1,January,3,Dinner,197,1899-12-30 21:47:48
2015,Qtr 1,January,3,Dinner,198,1899-12-30 21:55:42
2015,Qtr 1,January,3,Dinner,199,1899-12-30 22:10:38
2015,Qtr 1,January,3,Dinner,200,1899-12-30 22:24:05
2015,Qtr 1,January,3,Dinner,201,1899-12-30 22:29:59
2015,Qtr 1,January,3,Dinner,202,1899-12-30 22:50:29
2015,Qtr 1,January,3,Lunch,140,1899-12-30 12:26:44
2015,Qtr 1,January,3,Lunch,141,1899-12-30 13:16:01
2015,Qtr 1,January,3,Lunch,142,1899-12-30 13:33:59
2015,Qtr 1,January,3,Lunch,143,1899-12-30 13:41:36
2015,Qtr 1,January,3,Lunch,144,1899-12-30 13:44:28
2015,Qtr 1,January,3,Lunch,145,1899-12-30 13:53:48
2015,Qtr 1,January,3,Lunch,146,1899-12-30 14:22:10
2015,Qtr 1,January,3,Lunch,147,1899-12-30 14:32:51
2015,Qtr 1,January,3,Lunch,148,1899-12-30 14:40:42
2015,Qtr 1,January,3,Lunch,149,1899-12-30 14:48:45
2015,Qtr 1,January,3,Lunch,150,1899-12-30 14:49:58
2015,Qtr 1,January,3,Morning,137,1899-12-30 11:34:10
2015,Qtr 1,January,3,Morning,138,1899-12-30 11:44:50
2015,Qtr 1,January,3,Morning,139,1899-12-30 11:57:39
2015,Qtr 1,January,3,Other,151,1899-12-30 15:09:34
2015,Qtr 1,January,3,Other,152,1899-12-30 15:09:42
2015,Qtr 1,January,3,Other,153,1899-12-30 15:16:34
2015,Qtr 1,January,3,Other,154,1899-12-30 15:22:43
2015,Qtr 1,January,3,Other,155,1899-12-30 15:28:59
2015,Qtr 1,January,3,Other,156,1899-12-30 15:42:19
2015,Qtr 1,January,3,Other,157,1899-12-30 15:43:03
2015,Qtr 1,January,3,Other,158,1899-12-30 15:54:30
2015,Qtr 1,January,3,Other,159,1899-12-30 15:59:22
2015,Qtr 1,January,3,Other,160,1899-12-30 16:35:33
2015,Qtr 1,January,3,Other,161,1899-12-30 16:43:46
2015,Qtr 1,January,3,Other,162,1899-12-30 16:51:22
2015,Qtr 1,January,3,Other,163,1899-12-30 16:54:54
2015,Qtr 1,January,3,Other,164,1899-12-30 16:56:33
2015,Qtr 1,January,3,Other,165,1899-12-30 16:57:37
2015,Qtr 1,January,3,Other,166,1899-12-30 16:58:51
2015,Qtr 1,January,3,Other,185,1899-12-30 19:08:33
2015,Qtr 1,January,3,Other,186,1899-12-30 19:36:00
2015,Qtr 1,January,3,Other,187,1899-12-30 19:37:12
2015,Qtr 1,January,3,Other,188,1899-12-30 20:08:39
2015,Qtr 1,January,3,Other,189,1899-12-30 20:12:14
2015,Qtr 1,January,3,Other,190,1899-12-30 20:14:23
2015,Qtr 1,January,3,Other,191,1899-12-30 20:24:50
2015,Qtr 1,January,3,Other,192,1899-12-30 20:30:08
2015,Qtr 1,January,3,Other,193,1899-12-30 20:55:47
2015,Qtr 1,January,3,Snacks,167,1899-12-30 17:00:49
2015,Qtr 1,January,3,Snacks,168,1899-12-30 17:02:27
2015,Qtr 1,January,3,Snacks,169,1899-12-30 17:15:48
2015,Qtr 1,January,3,Snacks,170,1899-12-30 17:21:31
2015,Qtr 1,January,3,Snacks,171,1899-12-30 17:23:03
2015,Qtr 1,January,3,Snacks,172,1899-12-30 17:29:24
2015,Qtr 1,January,3,Snacks,173,1899-12-30 17:35:30
2015,Qtr 1,January,3,Snacks,174,1899-12-30 17:37:49
2015,Qtr 1,January,3,Snacks,175,1899-12-30 17:50:51
2015,Qtr 1,January,3,Snacks,176,1899-12-30 17:51:57
2015,Qtr 1,January,3,Snacks,177,1899-12-30 17:54:36
2015,Qtr 1,January,3,Snacks,178,1899-12-30 18:15:03
2015,Qtr 1,January,3,Snacks,179,1899-12-30 18:20:14
2015,Qtr 1,January,3,Snacks,180,1899-12-30 18:33:34
2015,Qtr 1,January,3,Snacks,181,1899-12-30 18:49:32
2015,Qtr 1,January,3,Snacks,182,1899-12-30 18:50:10
2015,Qtr 1,January,3,Snacks,183,1899-12-30 18:54:55
2015,Qtr 1,January,3,Snacks,184,1899-12-30 18:59:05
2015,Qtr 1,January,4,Dinner,249,1899-12-30 21:06:16
2015,Qtr 1,January,4,Dinner,250,1899-12-30 21:07:05
2015,Qtr 1,January,4,Dinner,251,1899-12-30 21:10:05
2015,Qtr 1,January,4,Dinner,252,1899-12-30 22:13:15
2015,Qtr 1,January,4,Dinner,253,1899-12-30 22:16:18
2015,Qtr 1,January,4,Dinner,254,1899-12-30 22:22:13
2015,Qtr 1,January,4,Lunch,207,1899-12-30 12:03:58
2015,Qtr 1,January,4,Lunch,208,1899-12-30 12:12:05
2015,Qtr 1,January,4,Lunch,209,1899-12-30 12:29:17
2015,Qtr 1,January,4,Lunch,210,1899-12-30 12:34:13
2015,Qtr 1,January,4,Lunch,211,1899-12-30 12:54:20
2015,Qtr 1,January,4,Lunch,212,1899-12-30 13:16:03
2015,Qtr 1,January,4,Lunch,213,1899-12-30 13:20:39
2015,Qtr 1,January,4,Lunch,214,1899-12-30 13:39:16
2015,Qtr 1,January,4,Lunch,215,1899-12-30 13:44:49
2015,Qtr 1,January,4,Lunch,216,1899-12-30 14:31:56
2015,Qtr 1,January,4,Lunch,217,1899-12-30 14:35:03
2015,Qtr 1,January,4,Lunch,218,1899-12-30 14:35:11
2015,Qtr 1,January,4,Lunch,219,1899-12-30 14:42:01
2015,Qtr 1,January,4,Morning,203,1899-12-30 11:30:48
2015,Qtr 1,January,4,Morning,204,1899-12-30 11:36:25
2015,Qtr 1,January,4,Morning,205,1899-12-30 11:43:54
2015,Qtr 1,January,4,Morning,206,1899-12-30 11:45:10
2015,Qtr 1,January,4,Other,220,1899-12-30 15:31:59
2015,Qtr 1,January,4,Other,221,1899-12-30 15:33:18
2015,Qtr 1,January,4,Other,222,1899-12-30 15:46:38
2015,Qtr 1,January,4,Other,223,1899-12-30 16:08:20
2015,Qtr 1,January,4,Other,224,1899-12-30 16:39:58
2015,Qtr 1,January,4,Other,225,1899-12-30 16:41:48
2015,Qtr 1,January,4,Other,226,1899-12-30 16:59:39
2015,Qtr 1,January,4,Other,236,1899-12-30 19:21:04
2015,Qtr 1,January,4,Other,237,1899-12-30 19:27:48
2015,Qtr 1,January,4,Other,238,1899-12-30 19:45:15
2015,Qtr 1,January,4,Other,239,1899-12-30 19:57:52
2015,Qtr 1,January,4,Other,240,1899-12-30 20:10:24
2015,Qtr 1,January,4,Other,241,1899-12-30 20:11:25
2015,Qtr 1,January,4,Other,242,1899-12-30 20:15:29
2015,Qtr 1,January,4,Other,243,1899-12-30 20:26:17
2015,Qtr 1,January,4,Other,244,1899-12-30 20:26:22
2015,Qtr 1,January,4,Other,245,1899-12-30 20:28:41
2015,Qtr 1,January,4,Other,246,1899-12-30 20:30:48
2015,Qtr 1,January,4,Other,247,1899-12-30 20:55:29
2015,Qtr 1,January,4,Other,248,1899-12-30 20:58:19
2015,Qtr 1,January,4,Snacks,227,1899-12-30 17:24:39
2015,Qtr 1,January,4,Snacks,228,1899-12-30 17:31:24
2015,Qtr 1,January,4,Snacks,229,1899-12-30 17:37:57
2015,Qtr 1,January,4,Snacks,230,1899-12-30 17:58:38
2015,Qtr 1,January,4,Snacks,231,1899-12-30 18:04:18
2015,Qtr 1,January,4,Snacks,232,1899-12-30 18:21:59
2015,Qtr 1,January,4,Snacks,233,1899-12-30 18:26:51
2015,Qtr 1,January,4,Snacks,234,1899-12-30 18:36:09
2015,Qtr 1,January,4,Snacks,235,1899-12-30 18:51:30
2015,Qtr 1,January,5,Dinner,307,1899-12-30 21:45:38
2015,Qtr 1,January,5,Dinner,308,1899-12-30 21:59:46
2015,Qtr 1,January,5,Lunch,259,1899-12-30 12:04:25
2015,Qtr 1,January,5,Lunch,260,1899-12-30 12:06:27
2015,Qtr 1,January,5,Lunch,261,1899-12-30 12:38:29
2015,Qtr 1,January,5,Lunch,262,1899-12-30 12:42:01
2015,Qtr 1,January,5,Lunch,263,1899-12-30 12:57:22
2015,Qtr 1,January,5,Lunch,264,1899-12-30 13:03:59
2015,Qtr 1,January,5,Lunch,265,1899-12-30 13:04:42
2015,Qtr 1,January,5,Lunch,266,1899-12-30 13:09:29
2015,Qtr 1,January,5,Lunch,267,1899-12-30 13:37:50
2015,Qtr 1,January,5,Lunch,268,1899-12-30 13:40:46
2015,Qtr 1,January,5,Lunch,269,1899-12-30 13:49:34
2015,Qtr 1,January,5,Lunch,270,1899-12-30 14:09:02
2015,Qtr 1,January,5,Lunch,271,1899-12-30 14:22:19
2015,Qtr 1,January,5,Lunch,272,1899-12-30 14:24:05
2015,Qtr 1,January,5,Lunch,273,1899-12-30 14:28:00
2015,Qtr 1,January,5,Lunch,274,1899-12-30 14:36:33
2015,Qtr 1,January,5,Lunch,275,1899-12-30 14:38:14
2015,Qtr 1,January,5,Morning,255,1899-12-30 11:23:35
2015,Qtr 1,January,5,Morning,256,1899-12-30 11:56:06
2015,Qtr 1,January,5,Morning,257,1899-12-30 11:59:04
2015,Qtr 1,January,5,Morning,258,1899-12-30 11:59:23
2015,Qtr 1,January,5,Other,276,1899-12-30 15:18:18
2015,Qtr 1,January,5,Other,277,1899-12-30 15:41:50
2015,Qtr 1,January,5,Other,278,1899-12-30 15:49:21
2015,Qtr 1,January,5,Other,279,1899-12-30 16:07:03
2015,Qtr 1,January,5,Other,280,1899-12-30 16:20:23
2015,Qtr 1,January,5,Other,281,1899-12-30 16:33:48
2015,Qtr 1,January,5,Other,282,1899-12-30 16:49:38
2015,Qtr 1,January,5,Other,283,1899-12-30 16:51:43
2015,Qtr 1,January,5,Other,284,1899-12-30 16:58:16
2015,Qtr 1,January,5,Other,285,1899-12-30 16:58:38
2015,Qtr 1,January,5,Other,297,1899-12-30 19:02:18
2015,Qtr 1,January,5,Other,298,1899-12-30 19:10:36
2015,Qtr 1,January,5,Other,299,1899-12-30 19:34:31
2015,Qtr 1,January,5,Other,300,1899-12-30 19:42:54
2015,Qtr 1,January,5,Other,301,1899-12-30 19:45:58
2015,Qtr 1,January,5,Other,302,1899-12-30 19:57:37
2015,Qtr 1,January,5,Other,303,1899-12-30 20:02:51
2015,Qtr 1,January,5,Other,304,1899-12-30 20:07:58
2015,Qtr 1,January,5,Other,305,1899-12-30 20:35:40
2015,Qtr 1,January,5,Other,306,1899-12-30 20:37:40
2015,Qtr 1,January,5,Snacks,286,1899-12-30 17:01:23
2015,Qtr 1,January,5,Snacks,287,1899-12-30 17:30:09
2015,Qtr 1,January,5,Snacks,288,1899-12-30 17:32:44
2015,Qtr 1,January,5,Snacks,289,1899-12-30 17:36:23
2015,Qtr 1,January,5,Snacks,290,1899-12-30 17:41:16
2015,Qtr 1,January,5,Snacks,291,1899-12-30 17:44:39
2015,Qtr 1,January,5,Snacks,292,1899-12-30 17:48:59
2015,Qtr 1,January,5,Snacks,293,1899-12-30 17:58:38
2015,Qtr 1,January,5,Snacks,294,1899-12-30 18:16:35
2015,Qtr 1,January,5,Snacks,295,1899-12-30 18:20:12
2015,Qtr 1,January,5,Snacks,296,1899-12-30 18:46:54
2015,Qtr 1,January,6,Dinner,370,1899-12-30 21:02:30
2015,Qtr 1,January,6,Dinner,371,1899-12-30 21:15:20
2015,Qtr 1,January,6,Dinner,372,1899-12-30 22:26:59
2015,Qtr 1,January,6,Lunch,312,1899-12-30 12:05:21
2015,Qtr 1,January,6,Lunch,313,1899-12-30 12:09:09
2015,Qtr 1,January,6,Lunch,314,1899-12-30 12:11:58
2015,Qtr 1,January,6,Lunch,315,1899-12-30 12:17:40
2015,Qtr 1,January,6,Lunch,316,1899-12-30 12:29:34
2015,Qtr 1,January,6,Lunch,317,1899-12-30 12:31:00
2015,Qtr 1,January,6,Lunch,318,1899-12-30 12:45:14
2015,Qtr 1,January,6,Lunch,319,1899-12-30 12:46:22
2015,Qtr 1,January,6,Lunch,320,1899-12-30 12:46:40
2015,Qtr 1,January,6,Lunch,321,1899-12-30 12:56:21
2015,Qtr 1,January,6,Lunch,322,1899-12-30 13:02:13
2015,Qtr 1,January,6,Lunch,323,1899-12-30 13:05:33
2015,Qtr 1,January,6,Lunch,324,1899-12-30 13:06:44
2015,Qtr 1,January,6,Lunch,325,1899-12-30 13:07:32
2015,Qtr 1,January,6,Lunch,326,1899-12-30 13:10:13
2015,Qtr 1,January,6,Lunch,327,1899-12-30 13:10:54
2015,Qtr 1,January,6,Lunch,328,1899-12-30 13:16:35
2015,Qtr 1,January,6,Lunch,329,1899-12-30 13:22:44
2015,Qtr 1,January,6,Lunch,330,1899-12-30 13:27:11
2015,Qtr 1,January,6,Lunch,331,1899-12-30 13:43:30
2015,Qtr 1,January,6,Lunch,332,1899-12-30 14:12:01
2015,Qtr 1,January,6,Lunch,333,1899-12-30 14:16:36
2015,Qtr 1,January,6,Lunch,334,1899-12-30 14:24:18
2015,Qtr 1,January,6,Lunch,335,1899-12-30 14:24:47
2015,Qtr 1,January,6,Lunch,336,1899-12-30 14:51:41
2015,Qtr 1,January,6,Morning,309,1899-12-30 11:39:06
2015,Qtr 1,January,6,Morning,310,1899-12-30 11:40:48
2015,Qtr 1,January,6,Morning,311,1899-12-30 11:57:27
2015,Qtr 1,January,6,Other,337,1899-12-30 15:03:12
2015,Qtr 1,January,6,Other,338,1899-12-30 15:18:26
2015,Qtr 1,January,6,Other,339,1899-12-30 15:25:13
2015,Qtr 1,January,6,Other,340,1899-12-30 15:35:32
2015,Qtr 1,January,6,Other,341,1899-12-30 15:35:47
2015,Qtr 1,January,6,Other,342,1899-12-30 15:44:12
2015,Qtr 1,January,6,Other,343,1899-12-30 15:45:37
2015,Qtr 1,January,6,Other,344,1899-12-30 16:01:11
2015,Qtr 1,January,6,Other,345,1899-12-30 16:01:47
2015,Qtr 1,January,6,Other,346,1899-12-30 16:30:00
2015,Qtr 1,January,6,Other,347,1899-12-30 16:37:17
2015,Qtr 1,January,6,Other,348,1899-12-30 16:49:12
2015,Qtr 1,January,6,Other,361,1899-12-30 19:12:38
2015,Qtr 1,January,6,Other,362,1899-12-30 19:13:36
2015,Qtr 1,January,6,Other,363,1899-12-30 19:20:31
2015,Qtr 1,January,6,Other,364,1899-12-30 19:27:24
2015,Qtr 1,January,6,Other,365,1899-12-30 19:37:26
2015,Qtr 1,January,6,Other,366,1899-12-30 20:04:20
2015,Qtr 1,January,6,Other,367,1899-12-30 20:05:12
2015,Qtr 1,January,6,Other,368,1899-12-30 20:28:16
2015,Qtr 1,January,6,Other,369,1899-12-30 20:30:06
2015,Qtr 1,January,6,Snacks,349,1899-12-30 17:25:58
2015,Qtr 1,January,6,Snacks,350,1899-12-30 17:37:05
2015,Qtr 1,January,6,Snacks,351,1899-12-30 17:37:29
2015,Qtr 1,January,6,Snacks,352,1899-12-30 17:45:48
2015,Qtr 1,January,6,Snacks,353,1899-12-30 17:59:48
2015,Qtr 1,January,6,Snacks,354,1899-12-30 18:01:44
2015,Qtr 1,January,6,Snacks,355,1899-12-30 18:14:45
2015,Qtr 1,January,6,Snacks,356,1899-12-30 18:16:05
2015,Qtr 1,January,6,Snacks,357,1899-12-30 18:27:58
2015,Qtr 1,January,6,Snacks,358,1899-12-30 18:30:12
2015,Qtr 1,January,6,Snacks,359,1899-12-30 18:33:08
2015,Qtr 1,January,6,Snacks,360,1899-12-30 18:50:38
2015,Qtr 1,January,7,Dinner,427,1899-12-30 21:49:00
2015,Qtr 1,January,7,Dinner,428,1899-12-30 22:05:00
2015,Qtr 1,January,7,Dinner,429,1899-12-30 22:16:53
2015,Qtr 1,January,7,Dinner,430,1899-12-30 22:46:13
2015,Qtr 1,January,7,Lunch,376,1899-12-30 12:01:17
2015,Qtr 1,January,7,Lunch,377,1899-12-30 12:03:18
2015,Qtr 1,January,7,Lunch,378,1899-12-30 12:19:37
2015,Qtr 1,January,7,Lunch,379,1899-12-30 12:25:37
2015,Qtr 1,January,7,Lunch,380,1899-12-30 12:32:10
2015,Qtr 1,January,7,Lunch,381,1899-12-30 12:33:06
2015,Qtr 1,January,7,Lunch,382,1899-12-30 12:33:07
2015,Qtr 1,January,7,Lunch,383,1899-12-30 12:43:59
2015,Qtr 1,January,7,Lunch,384,1899-12-30 12:51:46
2015,Qtr 1,January,7,Lunch,385,1899-12-30 12:54:19
2015,Qtr 1,January,7,Lunch,386,1899-12-30 12:58:16
2015,Qtr 1,January,7,Lunch,387,1899-12-30 13:03:14
2015,Qtr 1,January,7,Lunch,388,1899-12-30 13:04:56
2015,Qtr 1,January,7,Lunch,389,1899-12-30 13:10:17
2015,Qtr 1,January,7,Lunch,390,1899-12-30 13:15:32
2015,Qtr 1,January,7,Lunch,391,1899-12-30 13:25:31
2015,Qtr 1,January,7,Lunch,392,1899-12-30 13:36:47
2015,Qtr 1,January,7,Lunch,393,1899-12-30 13:48:31
2015,Qtr 1,January,7,Lunch,394,1899-12-30 14:02:18
2015,Qtr 1,January,7,Lunch,395,1899-12-30 14:11:08
2015,Qtr 1,January,7,Lunch,396,1899-12-30 14:12:21
2015,Qtr 1,January,7,Lunch,397,1899-12-30 14:31:10
2015,Qtr 1,January,7,Lunch,398,1899-12-30 14:56:26
2015,Qtr 1,January,7,Morning,373,1899-12-30 11:45:18
2015,Qtr 1,January,7,Morning,374,1899-12-30 11:55:59
2015,Qtr 1,January,7,Morning,375,1899-12-30 11:58:36
2015,Qtr 1,January,7,Other,399,1899-12-30 15:47:49
2015,Qtr 1,January,7,Other,400,1899-12-30 16:03:07
2015,Qtr 1,January,7,Other,401,1899-12-30 16:08:35
2015,Qtr 1,January,7,Other,402,1899-12-30 16:24:46
2015,Qtr 1,January,7,Other,403,1899-12-30 16:26:10
2015,Qtr 1,January,7,Other,404,1899-12-30 16:39:27
2015,Qtr 1,January,7,Other,405,1899-12-30 16:44:16
2015,Qtr 1,January,7,Other,406,1899-12-30 16:50:49
2015,Qtr 1,January,7,Other,407,1899-12-30 16:56:42
2015,Qtr 1,January,7,Other,419,1899-12-30 19:02:31
2015,Qtr 1,January,7,Other,420,1899-12-30 19:04:40
2015,Qtr 1,January,7,Other,421,1899-12-30 19:21:58
2015,Qtr 1,January,7,Other,422,1899-12-30 19:30:25
2015,Qtr 1,January,7,Other,423,1899-12-30 19:45:07
2015,Qtr 1,January,7,Other,424,1899-12-30 20:01:28
2015,Qtr 1,January,7,Other,425,1899-12-30 20:21:19
2015,Qtr 1,January,7,Other,426,1899-12-30 20:25:45
